Stage,Task,StartTime,EndTime,Duration,Outlier
24.0,124.0,2017-06-09T20:10:58.000-04:00,2017-06-09T20:10:58.000-04:00,0.0,false
27.0,22.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
6.0,1.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
26.0,25.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
26.0,13.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
27.0,11.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
27.0,14.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
26.0,14.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
28.0,23.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
29.0,10.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
24.0,44.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:57.000-04:00,0.0,false
27.0,32.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
29.0,19.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:11.000-04:00,1.0,false
18.0,0.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:56.000-04:00,1.0,false
28.0,34.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
15.0,3.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
29.0,20.0,2017-06-09T20:11:11.000-04:00,2017-06-09T20:11:11.000-04:00,0.0,false
1.0,1.0,2017-06-09T20:10:52.000-04:00,2017-06-09T20:10:52.000-04:00,0.0,false
28.0,4.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:10.000-04:00,1.0,false
28.0,28.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
28.0,7.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
11.0,0.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:54.000-04:00,0.0,false
26.0,28.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
26.0,4.0,2017-06-09T20:11:07.000-04:00,2017-06-09T20:11:07.000-04:00,0.0,false
27.0,34.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
12.0,4.0,2017-06-09T20:10:54.000-04:00,2017-06-09T20:10:55.000-04:00,1.0,false
14.0,3.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:55.000-04:00,0.0,false
27.0,35.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
28.0,9.0,2017-06-09T20:11:10.000-04:00,2017-06-09T20:11:10.000-04:00,0.0,false
24.0,40.0,2017-06-09T20:10:57.000-04:00,2017-06-09T20:10:57.000-04:00,0.0,false
27.0,9.0,2017-06-09T20:11:09.000-04:00,2017-06-09T20:11:09.000-04:00,0.0,false
26.0,36.0,2017-06-09T20:11:08.000-04:00,2017-06-09T20:11:08.000-04:00,0.0,false
26.0,6.0,2017-06-09T20:11:07.000-04:00,2017-06-09T20:11:08.000-04:00,1.0,false
18.0,1.0,2017-06-09T20:10:55.000-04:00,2017-06-09T20:10:56.000-04:00,1.0,false
6.0,2.0,2017-06-09T20:10:53.000-04:00,2017-06-09T20:10:53.000-04:00,0.0,false
